searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
Minimon,,0.0,,Role-playing (RPG),Indie,,,,,,,Minimon,50.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sigils of Elohim,,2.0,,Puzzle,Strategy,Indie,free to play ( f2p ),puzzles,steam,freeware,puzzle,Sigils of Elohim,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
fault milestone one,fault,4.0,,Simulator,Adventure,Indie,anime,magic,story driven,fantasy,robots,fault milestone one,79.9658401076906,9.0,Action,Action,Science fiction,Drama,
Pinball FX2,Pinball FX,3.0,,Pinball,,,pirates,street racing,pinball,steam,mad scientist,Pinball FX2,80.0,4.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Frontline Tactics,,0.0,,Shooter,Strategy,,modern warfare,turn-based,steam,free-to-play,tactical,Frontline Tactics,0.0,0.0,Action,Action,,,
BioShock,,0.0,,Shooter,Role-playing (RPG),Adventure,,,,,,BioShock,0.0,0.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Breezeblox,,0.0,,Puzzle,Strategy,Indie,,,,,,Breezeblox,70.0,0.0,,,,,
Fishing Planet,,4.0,,Simulator,Sport,,fishing,simulator,family,simulation,sports,Fishing Planet,20.2466264505657,5.0,,,,,
DiRT Rally,Dirt,48.0,Ego Engine,Racing,Simulator,Sport,rally,racing,ps4,racing simulator,steam,DiRT Rally,82.7567773761284,96.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
Labyronia RPG,,0.0,,Role-playing (RPG),Adventure,Indie,role playing,,,,,Labyronia RPG,50.0,0.0,Action,,,,
Legends of Aethereus,,0.0,,Role-playing (RPG),Indie,,indie,sword,fantasy,health,fire,Legends of Aethereus,40.0,1.0,Action,,,,
Farming Giant,,0.0,,Simulator,,,horse,city-building,egg,chicken,rabbit,Farming Giant,20.0,0.0,,,,,
Shufflepuck Cantina Deluxe VR,,0.0,,Sport,Indie,Arcade,casual,indie,,,,Shufflepuck Cantina Deluxe VR,80.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
F1 2011,F1,8.0,Ego Engine,Racing,Simulator,Sport,formula one,achievements,grand prix,driving-simulator,licensed game,F1 2011,74.6754900631087,25.0,Non-fiction,,,,
Undertale,Undertale,360.0,GameMaker: Studio,Role-playing (RPG),Turn-based strategy (TBS),Adventure,retro,psychological horror,dark,dungeon,2d,Undertale,86.9361679134515,1180.0,Fantasy,Fantasy,Comedy,Drama,
GTR Evolution,RACE,1.0,isiMotor,Racing,Simulator,,burnout,racing,driving,racing simulator,simulator,GTR Evolution,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rune Classic,Rune,0.0,,Hack and slash/Beat 'em up,Adventure,,blood,fantasy,viking,rune,gibs,Rune Classic,0.0,0.0,Action,Action,,,
Farm for your Life,,0.0,,Puzzle,Simulator,Strategy,,,,,,Farm for your Life,60.0,0.0,,,,,
Dig or Die,,1.0,,Role-playing (RPG),Simulator,Strategy,sci-fi,simulation,strategy,block-breaking,,Dig or Die,80.0,1.0,Action,Action,,,
Dragons and Titans,,0.0,Unity,Real Time Strategy (RTS),Role-playing (RPG),Strategy,free to play ( f2p ),moba,fantasy,dragons,steam,Dragons and Titans,60.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Combat Arms,,4.0,LithTech,Shooter,,,modern warfare,health,first person shooter,war,steam,Combat Arms,76.8158860975564,11.0,Action,Action,,,
Spacebase DF-9,,2.0,,Real Time Strategy (RTS),Simulator,Strategy,space simulation,space station,sci-fi,simulation,steam trading cards,Spacebase DF-9,35.6821451607455,8.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Wings of Prey,IL-2 Sturmovik,2.0,,Simulator,,,world war 2 ( ww2 ),flight simulator,flight,war,steam,Wings of Prey,60.0204758791676,5.0,,,,,
,,,,,,,,,,,,,,,,,,,
Darkspore,Spore,2.0,,Role-playing (RPG),,,aliens,evolution,blood,health,hack and slash,Darkspore,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Universe Sandbox,Universe Sandbox,7.0,,Simulator,Indie,,indie,physics,early access,space,simulation,Universe Sandbox,82.3973919227432,18.0,Sandbox,Sandbox,Open world,,
The Incredible Adventures of Van Helsing III,The Incredible Adventures of Van Helsing,6.0,,Role-playing (RPG),Adventure,Indie,indie,arpg - action rpg,fantasy,diablo-like,role playing,The Incredible Adventures of Van Helsing III,61.3416011867831,11.0,Action,Action,,,
Memoir '44 Online,,0.0,,Simulator,Strategy,,world war 2 ( ww2 ),steam,board game,hexagon,strategy,Memoir '44 Online,0.0,0.0,,,,,
F1 Race Stars,Formula 1,2.0,Ego Engine,Racing,Arcade,,vehicular combat,formula one,kart race,arcade game,achievements,F1 Race Stars,58.9671006016485,12.0,Action,,,,
Battle Nations,,0.0,,Strategy,,,steam,steam greenlight,strategy,digital distribution,,Battle Nations,0.0,0.0,Action,,,,
Metro 2033 Redux,Metro,40.0,4A Engine,Shooter,Role-playing (RPG),Adventure,russia,ps4,metro,social issues,silver,Metro 2033 Redux,80.3384352618609,161.0,Action,Action,Horror,Thriller,Survival
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Kingdom Rush,Kingdom Rush,19.0,,Real Time Strategy (RTS),Strategy,Tactical,tower defense,fantasy,health,real-time strategy,steam trading cards,Kingdom Rush,76.28358476864071,59.0,Action,Action,,,
Brawlhalla,,31.0,Adobe AIR,Fighting,Platform,Indie,fighting,brawl,brawlhalla,digital distribution,pax west 2017,Brawlhalla,67.7259362328705,123.0,Action,Action,Historical,,
Tony Hawk's Pro Skater HD,Tony Hawk's,4.0,Unreal Engine,Sport,Arcade,,skateboard,remake,ps3,sports game,tony hawk's pro skater hd,Tony Hawk's Pro Skater HD,42.9858607499503,18.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
F1 2010,F1,14.0,Ego Engine,Racing,Simulator,Sport,formula one,simulation,sports,achievements,grand prix,F1 2010,78.31400823356199,37.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Gnomoria,,11.0,,Simulator,Strategy,Turn-based strategy (TBS),city building and management,indie,fantasy,16-bit,roguelike,Gnomoria,86.51893634166001,16.0,Fantasy,Fantasy,Sandbox,,
,,,,,,,,,,,,,,,,,,,
The Ultimate DOOM,Doom,28.0,id Tech 1,Shooter,,,chainsaw,blood,health,first person shooter,fps,The Ultimate DOOM,87.6327050921715,56.0,Action,Action,Horror,,
Cave Story+,Cave Story,35.0,,Shooter,Platform,Adventure,exploration,anime,retro,2d,metroidvania,Cave Story+,88.042862985517,67.0,Action,Action,Comedy,,
Dead Bits,,4.0,Unity,Shooter,Indie,,casual,indie,first person shooter,fps,desura,Dead Bits,21.9524736146834,7.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Remember Me,,72.0,Unreal Engine,Platform,Adventure,,female hero ( heroine ),exploration,cyberpunk,stealth,health,Remember Me,72.8778005120043,205.0,Action,Action,Stealth,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Westward,Westward,0.0,,Puzzle,Real Time Strategy (RTS),Strategy,western,wild west,classic,cowboy,steam,Westward,60.0,0.0,Action,Action,Kids,,
,,,,,,,,,,,,,,,,,,,
Mini Metro,,31.0,Unity,Puzzle,Simulator,Strategy,indie,management,bridge,simulation,steam,Mini Metro,77.4674845166533,88.0,Business,Business,Educational,,
,,,,,,,,,,,,,,,,,,,
Bridge Project,,2.0,,Puzzle,Simulator,,physics,sci-fi,management,simulation,building,Bridge Project,50.0,1.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Vindictus,Mabinogi,8.0,Source,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,soccer,football,blood,medieval,arpg - action rpg,Vindictus,60.9567015196098,13.0,Action,Action,Historical,,
Stronghold Crusader Extreme HD,Stronghold: Crusader,0.0,,Real Time Strategy (RTS),Simulator,Strategy,,,,,,Stronghold Crusader Extreme HD,0.0,0.0,Action,Action,Historical,Warfare,
,,,,,,,,,,,,,,,,,,,
Amazing Adventures Around the World,Amazing Adventures,0.0,,Puzzle,Adventure,,egyptian,guitar,horse,frog,chicken,Amazing Adventures Around the World,60.0,1.0,,,,,
Cities XXL,Cities XL,3.0,,Real Time Strategy (RTS),Simulator,Strategy,sandbox,city-building,management,simulation,moddable,Cities XXL,50.0527186108822,6.0,Sandbox,,,,
Legendary,,4.0,,Shooter,,,helicopter,blood,magic,fantasy,health,Legendary,57.3030826033651,22.0,Action,Action,,,
Landmark,EverQuest,1.0,Forgelight Engine,Role-playing (RPG),Simulator,Adventure,fantasy,guild,construction,crafting,voxel,Landmark,0.0,0.0,Fantasy,Fantasy,Open world,,
,,,,,,,,,,,,,,,,,,,
The Crew,The Crew,60.0,Babel engine,Racing,Adventure,,cars,racing,off road,street racing,driving,The Crew,66.1832403569532,110.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Freedom Force,Freedom Force,10.0,NetImmerse,Role-playing (RPG),Strategy,Tactical,aliens,super hero,greek mythology,time travel,health,Freedom Force,74.7193504056611,20.0,Action,Action,,,
Ship Simulator Extremes,Ship Simulator,6.0,,Simulator,Adventure,,water,simulation,ship,weather,physx,Ship Simulator Extremes,56.6666666666667,3.0,Sandbox,Sandbox,Open world,,
,,,,,,,,,,,,,,,,,,,
Interstellar Marines,,2.0,Unity,Shooter,Role-playing (RPG),Simulator,indie,mech,survival,first person shooter,fps,Interstellar Marines,39.3746223226938,6.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
Watch_Dogs,Watch Dogs,272.0,Disrupt,Shooter,Adventure,,helicopter,cyberpunk,sandbox,blood,stealth,Watch_Dogs,73.2764982566342,775.0,Action,Action,Stealth,Sandbox,Open world
Sid Meier's Pirates!,Sid Meier's Pirates!,5.0,,Role-playing (RPG),Simulator,Strategy,pirates,dating,swordplay,romance,real-time,Sid Meier's Pirates!,72.2066421448073,29.0,Action,Action,,,
Sonic Generations,Sonic the Hedgehog,37.0,Hedgehog Engine,Platform,Adventure,,helicopter,time travel,3d,fantasy,parkour,Sonic Generations,77.3138843644405,174.0,Action,Action,,,
Contraption Maker,,1.0,,Puzzle,Simulator,Sport,baseball,basketball,robot,casual,physics,Contraption Maker,80.0,3.0,Sandbox,Sandbox,,,
Torchlight II,Torchlight,88.0,OGRE,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,monsters,fantasy,hack and slash,steampunk,role playing,Torchlight II,77.8456646193217,233.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Tree of Life,,1.0,,Role-playing (RPG),Indie,,fantasy,mmorpg,,,,Tree of Life,50.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
The Lord of the Rings Online,The Lord of the Rings Online,34.0,Turbine G3,Role-playing (RPG),Adventure,,fantasy,tolkien,mmorpg,online,expansion,The Lord of the Rings Online,75.9501583100858,79.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
F.E.A.R.,F.E.A.R.,138.0,LithTech,Shooter,,,modern warfare,helicopter,blood,mech,murder,F.E.A.R.,80.9566994585991,391.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Relic Hunters Zero,,3.0,Game Maker Studio,Shooter,Tactical,Indie,free to play ( f2p ),collecting,open-source,tactical shooter,sci-fi,Relic Hunters Zero,70.0,2.0,Action,Action,,,
Puzzle Agent 2,Puzzle Agent,5.0,Telltale Tool,Point-and-click,Puzzle,Adventure,helicopter,puzzle solving,detective,comedy,skis,Puzzle Agent 2,79.09233593296891,14.0,Action,Action,,,
Franchise Hockey Manager 2014,Eastside Hockey Manager,0.0,,Simulator,Sport,Indie,management,simulation,steam,sports,hockey,Franchise Hockey Manager 2014,0.0,0.0,Business,,,,
"War, the Game",,0.0,,Real Time Strategy (RTS),Strategy,Indie,modern warfare,real-time strategy,modern military,,,"War, the Game",50.0,0.0,,,,,
Bullet Heaven 2,,0.0,,Indie,,,shoot 'em up,fantasy,,,,Bullet Heaven 2,80.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Street Fighter IV,Street Fighter IV,47.0,Taito Type X,Fighting,,,martial arts,fighting,2.5d,shadow,bromance,Street Fighter IV,80.64110107481059,129.0,Action,,,,
Sol Survivor,,2.0,,Strategy,Indie,,tower defense,health,survival,roguelike,death,Sol Survivor,80.0,1.0,Science fiction,Science fiction,Survival,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dead Island,Dead Island,126.0,Chrome Engine,Shooter,Hack and slash/Beat 'em up,,zombies,post-apocalyptic,blood,first person shooter,keyboard,Dead Island,70.7852970758753,390.0,Action,Action,Survival,,
Arx Fatalis,,13.0,,Role-playing (RPG),Adventure,,assassin,post-apocalyptic,blood,arpg - action rpg,puzzle solving,Arx Fatalis,78.30599258420351,43.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
SolForge,,0.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),free to play ( f2p ),fantasy,kickstarter funded,collectible card game ( ccg ),steam,SolForge,50.0,2.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
The Swapper,,66.0,,Platform,Puzzle,Strategy,exploration,indie,gravity,mystery,space station,The Swapper,79.1356587585915,144.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Strategic War in Europe,Strategic Command,0.0,,Strategy,Quiz/Trivia,Indie,world war 2 ( ww2 ),steam,steam trading cards,trivia,strategy,Strategic War in Europe,40.0,0.0,,,,,
Dungeon Defenders II,Dungeon Defenders,4.0,,Role-playing (RPG),Strategy,Indie,tower defense,indie,magic,dungeon,digital distribution,Dungeon Defenders II,69.5073910988487,18.0,Action,,,,
Rising Storm/Red Orchestra 2 Multiplayer,,1.0,,Simulator,,,,,,,,Rising Storm/Red Orchestra 2 Multiplayer,80.0,3.0,Action,,,,
Infested Planet,,0.0,,Strategy,,,indie,steam,strategy,digital distribution,tactical turn-based combat,Infested Planet,0.0,0.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
The Lost Crown,The Last Crown,3.0,,Point-and-click,Adventure,Indie,ghosts,puzzles,adventure,horror,steam,The Lost Crown,89.80345805184211,8.0,Horror,,,,
Emergency 2012,Emergency,0.0,,Simulator,Strategy,,emergency,,,,,Emergency 2012,0.0,0.0,Non-fiction,Non-fiction,,,
Hard Reset,Hard Reset,17.0,,Shooter,Indie,,robot,exploration,cyberpunk,cybernetics,blood,Hard Reset,68.18594128510439,45.0,Action,Action,,,
Lakeview Cabin Collection,Lakeview Cabin,3.0,,Puzzle,Indie,,adult,death,water,multiple protagonists,hiding,Lakeview Cabin Collection,80.0,4.0,Horror,Horror,,,
Fate of the World,,1.0,,Simulator,Strategy,Indie,management,simulation,steam,climate change,strategy,Fate of the World,80.0,1.0,Sandbox,Sandbox,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Supreme Commander,Supreme Commander,20.0,,Real Time Strategy (RTS),Simulator,Strategy,robot,mech,health,construction,robots,Supreme Commander,77.1481772341248,42.0,Action,Action,,,
Borderlands,Borderlands,246.0,Unreal Engine,Shooter,Role-playing (RPG),,post-apocalyptic,first person shooter,fps,rpg,military,Borderlands,79.91724354767351,738.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Papo & Yo,,17.0,Unreal Engine,Platform,Puzzle,Adventure,fantasy,desura,robots,frog,shadow,Papo & Yo,75.826060933885,52.0,Action,Action,,,
Borderlands 2,Borderlands,470.0,Unreal Engine,Shooter,Role-playing (RPG),,comedy,first person shooter,cell-shaded,weapons,futuristic,Borderlands 2,84.565502699165,1396.0,Action,Action,Comedy,Sandbox,
Endless Sky,,2.0,,Role-playing (RPG),Simulator,Adventure,aliens,space station,spaceship,sci-fi,action-adventure,Endless Sky,80.0,2.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
The Path,,8.0,,Strategy,Adventure,Indie,exploration,psychological horror,medieval,surrealism,fantasy,The Path,66.7851841367098,19.0,Horror,Horror,,,
Metal Reaper Online,,0.0,,Role-playing (RPG),,,post-apocalyptic,mmorpg,sci-fi,role playing,role-playing,Metal Reaper Online,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Ziggurat,Warriors of Ras,0.0,,Shooter,Role-playing (RPG),,,,,,,Ziggurat,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Train Simulator,Train Simulator,1.0,,Simulator,,,train,,,,,Train Simulator,50.0,4.0,Sandbox,,,,
System Protocol One,,0.0,,Strategy,,,cyberpunk,strategy,steam achievements,steam play,,System Protocol One,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Screencheat,,2.0,Unity,Shooter,Indie,,indie,comedy,first person shooter,fps,party,Screencheat,63.0106928227601,17.0,Action,Action,Party,,
Dragon Nest,,3.0,,Role-playing (RPG),,,sword,fantasy,elves,mmorpg,role playing,Dragon Nest,74.37802995690029,13.0,Action,,,,
Kerbal Space Program,,125.0,Unity,Simulator,Indie,,space simulation,flight simulator,ship simulator,craft,exploration,Kerbal Space Program,88.7934459443687,133.0,Science fiction,Science fiction,Educational,Open world,
The Masterplan,,2.0,,Strategy,Indie,,indie,steam,crime,steam greenlight,strategy,The Masterplan,50.0,0.0,Action,,,,
Sacred Citadel,Sacred,4.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Arcade,blood,wizards,sword,fantasy,health,Sacred Citadel,69.9573156364585,6.0,Action,Action,,,
Vessel,,2.0,,Platform,Puzzle,Strategy,physics,fantasy,steampunk,puzzles,steam,Vessel,44.5470762876659,12.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Bionic Dues,,3.0,Unity,Role-playing (RPG),Strategy,Indie,indie,mech,turn-based,roguelike,sci-fi,Bionic Dues,80.0,4.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Road Not Taken,,3.0,,Puzzle,Adventure,Indie,indie,roguelike,crafting,procedural generation,fire,Road Not Taken,59.9062416598011,7.0,Drama,,,,
Assassin's Creed Brotherhood,Assassin's Creed,0.0,,Adventure,,,,,,,,Assassin's Creed Brotherhood,0.0,0.0,Action,Action,Science fiction,Historical,Stealth
Fight The Dragon,,0.0,,Role-playing (RPG),Indie,,indie,medieval,role playing,steam,online,Fight The Dragon,80.0,2.0,Action,Action,,,
Why So Evil,,0.0,,Puzzle,Adventure,,,,,,,Why So Evil,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Game Dev Tycoon,,56.0,,Simulator,Strategy,Indie,indie,tycoon,desura,keyboard,management,Game Dev Tycoon,76.3193949651573,239.0,Business,,,,
Virtua Tennis 4,Virtua Tennis,10.0,,Sport,,,minigames,tennis,steam,sports,achievements,Virtua Tennis 4,86.6172385380786,32.0,,,,,
Titan Souls,,36.0,,Role-playing (RPG),Adventure,Indie,indie,souls,fantasy,pixel,difficult,Titan Souls,72.1396677771356,73.0,Action,Action,Thriller,Survival,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Breach,Breach,0.0,,Strategy,Tactical,,turn-based,sci-fi,space marine,strategy,,Breach,0.0,0.0,Action,Action,Warfare,,
Pro Cycling Manager 2013,Pro Cycling Manager,0.0,,Sport,,,,,,,,Pro Cycling Manager 2013,0.0,0.0,,,,,
Ultra Street Fighter IV,Street Fighter IV,17.0,Taito Type X,Fighting,Arcade,,martial arts,fighting,health,2.5d,shadow,Ultra Street Fighter IV,71.541021470889,79.0,Action,,,,
Mount & Blade,Mount & Blade,20.0,,Shooter,Role-playing (RPG),Simulator,sandbox,sword,fantasy,hack and slash,horse,Mount & Blade,71.9506894510761,91.0,Action,Action,,,
ArcheAge,,10.0,CryEngine 3,Role-playing (RPG),Adventure,,assassin,magic,sword,fantasy,construction,ArcheAge,75.3924149221585,29.0,Fantasy,Fantasy,Open world,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dungeon Siege III,Dungeon Siege,9.0,Onyx Engine,Role-playing (RPG),,,arpg - action rpg,sword,fantasy,health,hack and slash,Dungeon Siege III,69.6423198461322,48.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Uriel's Chasm,Uriel's Chasm,0.0,,Adventure,Indie,,casual,adventure,pixelated,abstract,,Uriel's Chasm,40.0,2.0,,,,,
,,,,,,,,,,,,,,,,,,,
Viscera Cleanup Detail,Viscera Cleanup Detail,16.0,Unreal Engine,Simulator,Indie,,indie,sandbox,blood,comedy,parody,Viscera Cleanup Detail,78.1797492452032,32.0,Science fiction,Science fiction,Sandbox,,
,,,,,,,,,,,,,,,,,,,
Mega Man Legacy Collection,Mega Man Legacy Collections,9.0,,Shooter,Platform,Adventure,robot,side scroller,health,death,robots,Mega Man Legacy Collection,94.3940913257709,30.0,Action,Action,,,
Game Tycoon 1.5,,0.0,,Simulator,Strategy,,,,,,,Game Tycoon 1.5,20.0,0.0,,,,,
Pro Evolution Soccer 2013,Pro Evolution Soccer,0.0,,Sport,,,,,,,,Pro Evolution Soccer 2013,0.0,0.0,,,,,
Eldritch,,2.0,,Shooter,Role-playing (RPG),Adventure,stealth,dungeon,roguelike,first person shooter,summoning,Eldritch,60.7710405457649,19.0,Action,Action,Science fiction,Horror,Survival
Football Manager 2011,Football Manager,5.0,,Simulator,Sport,Strategy,soccer,management,simulation,steam,sports,Football Manager 2011,89.0332375463644,28.0,Non-fiction,,,,
Age of Empires Online,Age of Empires,7.0,Genie Engine,Real Time Strategy (RTS),Role-playing (RPG),Strategy,historical warfare,pirates,city building and management,sword,crafting,Age of Empires Online,77.7140083191811,17.0,Action,Action,Historical,Warfare,
Absconding Zatwor,,1.0,,Puzzle,Indie,,,,,,,Absconding Zatwor,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Assassin's Creed Rogue,Assassin's Creed,150.0,AnvilNext,Adventure,,,pirates,assassin,stealth,templars,sword,Assassin's Creed Rogue,72.7525436258409,358.0,Action,Action,Historical,Stealth,Open world
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rust,,61.0,Unity,Shooter,Role-playing (RPG),Adventure,post-apocalyptic,survival,fps,caveman,early access,Rust,71.73593755159,111.0,Action,Action,,,
Sanctum 2,Sanctum,23.0,Unreal Engine 3,Shooter,Real Time Strategy (RTS),Strategy,aliens,tower defense,shoot 'em up,first person shooter,shooter,Sanctum 2,74.8821215208555,37.0,Action,Action,Survival,Warfare,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Alan Wake,Alan Wake,271.0,The Alan Wake Engine,Shooter,Adventure,,blood,murder,story driven,shooter,action-adventure,Alan Wake,81.6887032618676,666.0,Action,Action,Thriller,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Castle Crashers,Castle Crashers,61.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,pirates,ghosts,chainsaw,lollipop,knights,Castle Crashers,78.4310608575579,229.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Victor Vran,,11.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,fantasy,role playing,steam,steam trading cards,alternate historical,Victor Vran,64.2393993871464,35.0,Action,Action,Historical,,
Tiny Brains,,1.0,Unreal Engine,Platform,Puzzle,Adventure,puzzle solving,comedy,fire,ps4,rabbit,Tiny Brains,60.0,4.0,Action,Action,Comedy,Party,
,,,,,,,,,,,,,,,,,,,
